Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.22.11-194.124.205.65-26560-443-6,194.124.205.65,443,192.168.22.11,26560,6,20/08/2025 11:13:17 下午,109381435,23,33,636.0,916.0,48.0,0.0,27.652173913043477,21.23164168630519,40.0,0.0,27.757575757575754,16.076050321499803,14.188879493124222,0.5119698786178843,1988753.3636363635,5090655.075814444,1.5697682E7,0.0,1.09003276E8,4954694.363636363,7189200.726405276,1.5737747E7,0.0,1.09381435E8,3418169.84375,6333102.985280474,1.5698023E7,30.0,0,1,0,0,460,660,0.2102733430037739,0.3016965356141104,0.0,48.0,27.859649122807017,18.05491483986249,325.97994987468684,0,0,0,1,1,0,0,0,1.0,28.357142857142858,27.652173913043477,27.757575757575758,0,0,0,0,0,0,23,636,33,916,-1,252,15,0,385538.7142857143,3446.390126605211,391687.0,381364.0,1.5185999142857144E7,530293.1610525849,1.5697682E7,1.4611271E7,No Label
192.168.22.11-224.0.0.22-0-0-0,192.168.22.11,0,224.0.0.22,0,0,20/08/2025 11:13:17 下午,7499341,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40003514975515847,3749670.5,2475522.1510712644,5500129.0,1999212.0,5500129.0,5500129.0,0.0,5500129.0,5500129.0,0,0,0,0,0,0,0,0,0,0,0,0.26669009983677233,0.13334504991838617,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,1999212.0,0.0,1999212.0,1999212.0,5500129.0,0.0,5500129.0,5500129.0,No Label
172.64.148.235-192.168.22.11-443-12456-6,172.64.148.235,443,192.168.22.11,12456,6,20/08/2025 11:13:27 下午,119983727,11,7,144.0,168.0,24.0,0.0,13.09090909090909,12.533591228810245,28.0,0.0,24.0,10.583005244258363,2.6003526294861636,0.1500203440088171,7057866.294117647,9839430.564232547,1.998847E7,125.0,9.9998494E7,9999849.4,1.0522396270558339E7,1.998847E7,12472.0,1.19983727E8,1.9997287833333332E7,6346.134773755334,2.0002189E7,1.9985173E7,0,0,0,0,220,140,0.09167909911649935,0.05834124489231777,0.0,28.0,16.42105263157895,12.988523949470352,168.7017543859649,0,0,0,0,1,0,0,0,0.0,17.333333333333332,13.090909090909092,24.0,0,0,0,0,0,0,11,144,7,168,-1,251,6,0,17429.2,4679.780304672432,24995.0,12472.0,1.9982732666666664E7,6289.830003002145,1.998847E7,1.9970701E7,No Label
192.168.22.11-40.81.252.176-55627-3544-17,192.168.22.11,55627,40.81.252.176,3544,17,20/08/2025 11:13:20 下午,102552499,4,6,244.0,606.0,61.0,61.0,61.0,0.0,109.0,61.0,101.0,19.595917942265423,8.28843771032825,0.0975110318862147,1.1394722111111112E7,1.3365973773288887E7,2.7435776E7,150380.0,7.4800222E7,2.4933407333333332E7,1210692.122141023,2.6330089E7,2.4182763E7,1.02552499E8,2.05104998E7,1.1468891825739952E7,2.758878E7,155439.0,0,0,0,0,32,48,0.03900441275448588,0.05850661913172882,61.0,109.0,82.81818181818181,25.06718245762049,628.3636363636364,0,0,0,0,0,0,0,0,1.0,91.1,61.0,101.0,0,0,0,0,0,0,4,244,6,606,-1,-1,4,0,154807.75,4266.917730243535,160408.0,150380.0,2.54430515E7,1656696.6428123363,2.7435776E7,2.4022355E7,No Label
192.168.22.11-35.223.238.178-31069-443-6,192.168.22.11,31069,35.223.238.178,443,6,20/08/2025 11:13:29 下午,105744583,10,11,1270.0,774.0,862.0,0.0,127.0,287.39519828974176,268.0,0.0,70.36363636363637,120.57385514884454,19.329595351470626,0.1985917330630544,5287229.150000001,7226488.218713593,1.5001598E7,0.0,1.05510122E8,1.1723346888888888E7,6535821.050489973,1.518898E7,182445.0,1.05744583E8,1.05744583E7,7258484.2504789615,1.5195284E7,0.0,0,0,0,0,200,292,0.0945674919347878,0.10402424112826658,0.0,862.0,92.90909090909093,208.69091044867312,43551.896103896106,0,0,0,0,1,0,0,0,1.0,97.33333333333333,127.0,70.36363636363636,0,0,0,0,0,0,10,1270,11,774,-1,301,8,0,195373.14285714287,107060.24735856063,405325.0,40464.0,1.4883282E7,275455.25238170085,1.5001598E7,1.4260097E7,No Label
192.168.22.11-75.2.77.152-10929-443-6,192.168.22.11,10929,75.2.77.152,443,6,20/08/2025 11:13:31 下午,119997616,8,11,724.0,3647.0,316.0,0.0,90.5,140.622087271422,1460.0,0.0,331.5454545454545,568.6706188359592,36.42572365771,0.15833647895138184,6666534.222222222,1.885197359435434E7,5.8663227E7,0.0,1.19868729E8,1.712410414285714E7,2.8252098799436245E7,5.8663227E7,107785.0,6.171381E7,6171380.999999999,1.846888848524626E7,5.8710804E7,0.0,0,1,0,0,160,220,0.06666799113742393,0.09166848781395791,0.0,1460.0,220.84999999999997,439.7113018190099,193346.02894736844,0,0,0,1,1,0,0,0,1.0,232.47368421052633,90.5,331.54545454545456,0,0,0,0,0,0,8,724,11,3647,-1,946,4,0,1525316.0,39334.936023845265,1553130.0,1497502.0,5.8473492E7,268325.8102568592,5.8663227E7,5.8283757E7,No Label
192.168.22.11-52.109.56.129-35457-443-6,192.168.22.11,35457,52.109.56.129,443,6,20/08/2025 11:15:30 下午,1342097,8,13,690.0,7946.0,340.0,0.0,86.25,129.7885643212507,1460.0,0.0,611.2307692307693,708.4674955900887,6434.706284270063,15.647155160916087,67104.84999999999,158731.0600836903,688410.0,0.0,1187596.0,169656.57142857142,315937.81918960845,868364.0,87.0,1339751.0,111645.91666666667,196189.41984514418,688410.0,0.0,0,0,0,0,160,284,5.960821013682319,9.686334147233769,0.0,1460.0,392.5454545454546,604.2452771667769,365112.35497835494,0,1,0,0,0,0,0,0,1.0,411.23809523809524,86.25,611.2307692307693,0,0,0,0,0,0,8,690,13,7946,-1,16385,3,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-203.133.18.19-35496-443-6,192.168.22.11,35496,203.133.18.19,443,6,20/08/2025 11:15:33 下午,81918,9,13,575.0,4396.0,203.0,0.0,63.888888888888886,74.16441944161035,1460.0,0.0,338.1538461538462,554.0375808784463,60682.63385336556,268.5612441710002,3900.857142857143,7307.230284353397,19582.0,0.0,63824.0,7978.000000000001,10282.320846968354,23367.0,56.0,81643.0,6803.583333333334,9846.906283501463,21072.0,0.0,0,0,0,0,180,284,109.8659635245001,158.69528064650015,0.0,1460.0,216.1304347826087,435.7006170158405,189835.02766798416,0,1,0,0,0,0,0,0,1.0,225.95454545454547,63.888888888888886,338.15384615384613,0,0,0,0,0,0,9,575,13,4396,-1,501,5,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-203.133.18.19-35496-443-6,203.133.18.19,443,192.168.22.11,35496,6,20/08/2025 11:15:33 下午,3313,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,9357.078176878962,905.5236945366737,1656.5,2276.1767286394966,3266.0,47.0,0,0,0,0,0,47.0,47.0,0.0,47.0,47.0,0,1,0,0,20,40,301.84123151222457,603.6824630244491,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,0,0,1,1,0,0,0,2.0,20.666666666666668,0.0,15.5,0,0,0,0,0,0,1,0,2,31,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
140.82.114.25-192.168.22.11-443-28925-6,140.82.114.25,443,192.168.22.11,28925,6,20/08/2025 11:13:35 下午,119761352,3,3,50.0,58.0,25.0,0.0,16.666666666666668,14.433756729740644,29.0,0.0,19.333333333333332,16.743157806499145,0.9017934266473545,0.05009963481374192,2.39522704E7,3.2691594434678182E7,5.9768095E7,173.0,6.0001341E7,3.00006705E7,4.209749544481715E7,5.9768095E7,233246.0,1.19761352E8,5.9880676E7,170441.0185372054,6.0001196E7,5.9760156E7,0,0,0,0,60,60,0.02504981740687096,0.02504981740687096,0.0,29.0,15.42857142857143,14.524199838627288,210.95238095238093,0,0,0,0,1,0,0,0,1.0,18.0,16.666666666666668,19.333333333333332,0,0,0,0,0,0,3,50,3,58,-1,252,2,0,233246.0,0.0,233246.0,233246.0,5.97639665E7,5838.580692257323,5.9768095E7,5.9759838E7,No Label
192.168.22.11-3.169.137.63-30158-443-6,192.168.22.11,30158,3.169.137.63,443,6,20/08/2025 11:13:37 下午,118565695,7,11,1139.0,1980.0,1061.0,0.0,162.71428571428572,396.53319082842415,1060.0,0.0,179.99999999999997,328.0798683247724,26.306091319247106,0.15181456997321188,6974452.647058824,1.935957991480338E7,5.8564059E7,0.0,1.18324072E8,1.9720678666666668E7,2.996726538378144E7,5.8564059E7,66689.0,1.18524287E8,1.18524287E7,2.455176499147381E7,5.8592006E7,0.0,0,1,0,0,140,220,0.059038999434026844,0.09277557053918505,0.0,1061.0,219.94736842105263,392.0010591941771,153664.83040935674,0,0,0,1,1,0,0,0,1.0,232.16666666666666,162.71428571428572,180.0,0,0,0,0,0,0,7,1139,11,1980,-1,1220,3,0,844870.5,853120.7959676636,1448118.0,241623.0,5.84046325E7,225463.11850167424,5.8564059E7,5.8245206E7,No Label
192.168.22.11-40.104.20.2-35605-443-6,192.168.22.11,35605,40.104.20.2,443,6,20/08/2025 11:15:41 下午,307755,7,11,343.0,6272.0,185.0,0.0,49.0,84.04562253125778,1460.0,0.0,570.1818181818182,677.094648949734,21494.370522006142,58.488083053077936,18103.235294117643,49856.198036865746,206741.0,6.0,271267.0,45211.16666666667,99345.9968864708,247280.0,279.0,307188.0,30718.800000000003,63216.80665737202,206741.0,35.0,0,0,0,0,140,244,22.74536563175253,35.7427174213254,0.0,1460.0,348.1578947368421,573.3370409916836,328715.36257309944,0,1,0,0,0,0,0,0,1.0,367.5,49.0,570.1818181818181,0,0,0,0,0,0,7,343,11,6272,-1,16385,2,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-40.104.20.2-35611-443-6,192.168.22.11,35611,40.104.20.2,443,6,20/08/2025 11:15:42 下午,287493,7,11,667.0,6272.0,509.0,0.0,95.28571428571429,191.69829966704998,1460.0,0.0,570.1818181818182,677.094648949734,24136.239838883033,62.61022007492356,16911.352941176472,48376.649545443375,201514.0,0.0,272241.0,45373.5,97641.62342925275,243817.0,67.0,286968.0,28696.8,61705.72594140316,201514.0,0.0,0,0,0,0,140,244,24.348418918025832,38.26180115689773,0.0,1460.0,365.2105263157894,573.0329231328267,328366.7309941521,0,1,0,0,0,0,0,0,1.0,385.5,95.28571428571429,570.1818181818181,0,0,0,0,0,0,7,667,11,6272,-1,16385,2,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-15.235.221.117-16898-443-6,15.235.221.117,443,192.168.22.11,16898,6,20/08/2025 11:13:36 下午,115443869,7,9,3451.0,493.0,493.0,493.0,493.0,0.0,493.0,0.0,54.777777777777764,164.33333333333334,34.163789157135746,0.13859549353807607,7696257.933333332,1.004457016259447E7,2.2017569E7,40177.0,9.4330871E7,1.5721811833333334E7,8757558.14248176,2.2059085E7,607222.0,1.15443869E8,1.4430483625E7,9596075.715394212,2.2059063E7,41578.0,0,1,0,0,140,180,0.06063552842290828,0.07795996511516778,0.0,493.0,261.00000000000006,253.64640742577058,64336.50000000001,0,0,0,1,1,0,0,0,1.0,277.3125,493.0,54.77777777777778,0,0,0,0,0,0,7,3451,9,493,-1,252,7,0,41605.166666666664,750.5201973742395,42743.0,40413.0,1.9091069166666668E7,4771677.402861279,2.2017569E7,9420123.0,No Label
192.168.22.11-35.223.238.178-31069-443-6,192.168.22.11,31069,35.223.238.178,443,6,20/08/2025 11:15:30 下午,14432377,0,4,0.0,25.0,0,0,0,0,24.0,0.0,6.249999999999999,11.84271928232701,1.732216390965951,0.27715462255455214,4810792.333333334,8178386.100273839,1.4253817E7,44.0,0,0,0,0,0,1.4432377E7,4810792.333333334,8178386.100273839,1.4253817E7,44.0,0,0,0,0,0,92,0.0,0.27715462255455214,0.0,24.0,5.2,10.52140675005011,110.7,0,0,0,0,1,0,0,0,0.0,6.5,0.0,6.25,0,0,0,0,0,0,0,0,4,25,-1,301,0,0,178516.0,0.0,178516.0,178516.0,1.4253817E7,0.0,1.4253817E7,1.4253817E7,No Label
192.168.22.11-35.223.238.178-31069-443-6,192.168.22.11,31069,35.223.238.178,443,6,20/08/2025 11:15:44 下午,101,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,237623.76237623763,29702.970297029704,50.5,14.849242404917497,61.0,40.0,40.0,40.0,0.0,40.0,40.0,0,0,0,0,0,0,0,0,0,40,20,19801.980198019803,9900.990099009901,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,254,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.54.14-33600-443-6,192.168.22.11,33600,3.169.54.14,443,6,20/08/2025 11:12:58 下午,117844128,9,12,265.0,1650.0,92.0,0.0,29.444444444444443,33.091203933640394,1322.0,0.0,137.5,376.70014600475,16.250279352060716,0.17820149681110967,5892206.4,1.808937127412676E7,5.904878E7,0.0,1.17808502E8,1.472606275E7,2.7214353435614683E7,5.904878E7,78.0,1.1780268E8,1.0709334545454547E7,2.3789451100607596E7,5.9109382E7,0.0,0,0,0,0,180,264,0.07637207006190415,0.10182942674920553,0.0,1322.0,87.04545454545459,279.2574298406618,77984.71212121214,0,1,0,0,0,0,0,0,1.0,91.19047619047619,29.444444444444443,137.5,0,0,0,0,0,0,9,265,12,1650,-1,140,5,0,106338.5,62763.50500489915,150719.0,61958.0,5.8785605E7,372185.6542775393,5.904878E7,5.852243E7,No Label
192.168.22.11-3.169.54.14-33600-443-6,192.168.22.11,33600,3.169.54.14,443,6,20/08/2025 11:15:49 下午,1208,2,1,24.0,39.0,24.0,0.0,12.0,16.97056274847714,39.0,39.0,39.0,0.0,52152.3178807947,2483.443708609271,604.0,814.5870119269027,1180.0,28.0,28.0,28.0,0.0,28.0,28.0,0,0,0,0,0,0,1,0,0,40,20,1655.6291390728475,827.8145695364237,0.0,39.0,25.5,18.411952639521967,339.0,0,0,0,1,1,0,0,0,0.0,34.0,12.0,39.0,0,0,0,0,0,0,2,24,1,39,-1,255,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.54.14-33600-443-6,3.169.54.14,443,192.168.22.11,33600,6,20/08/2025 11:15:49 下午,3128,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.079283887468,1564.0,43.840620433565945,1595.0,1533.0,1595.0,1595.0,0.0,1595.0,1595.0,0,0,0,0,0,0,0,0,0,40,32,639.386189258312,319.693094629156,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,145,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-104.18.28.234-28139-443-6,192.168.22.11,28139,104.18.28.234,443,6,20/08/2025 11:13:40 下午,111530861,587,974,14552.0,83580.0,1327.0,0.0,24.790459965928456,139.26171268058587,1460.0,0.0,85.81108829568777,209.0973485529823,879.8640942976313,13.996126148438861,71494.14166666663,1358793.1408408608,4.975855E7,0.0,1.11491052E8,190257.76791808876,2214148.9105597404,4.975855E7,19.0,1.11491483E8,114585.28571428577,1720397.510288523,4.9775755E7,0.0,0,1,0,0,11740,19480,5.26311726401897,8.733008884419892,0.0,1460.0,62.8585147247119,188.16672403939262,35406.71603571694,0,0,0,1,1,0,0,0,1.0,62.898782831518254,24.79045996592845,85.81108829568788,0,0,0,0,0,0,587,14552,974,83580,-1,595,24,0,2.08690965E7,2.9154518169669904E7,4.1484454E7,253739.0,3.47539685E7,2.1219682655032437E7,4.975855E7,1.9749387E7,No Label
192.168.22.11-44.236.24.74-6202-443-6,192.168.22.11,6202,44.236.24.74,443,6,20/08/2025 11:13:53 下午,116653475,16,27,5718.0,2168.0,1334.0,0.0,357.375,437.7938441778276,729.0,0.0,80.29629629629629,166.3445947920287,67.60192956103536,0.36861310818216086,2777463.6904761908,1.2282333597684592E7,5.819839E7,0.0,1.16653406E8,7776893.733333334,2.000340380136227E7,5.819839E7,61.0,1.16653433E8,4486670.5,1.552902636073917E7,5.8383683E7,0.0,0,1,0,0,368,540,0.13715836583522265,0.23145474234693822,0.0,1334.0,195.79545454545462,329.0790941573416,108293.05021141651,0,0,0,1,1,0,0,0,1.0,200.34883720930233,357.375,80.29629629629629,0,0,0,0,0,0,16,5718,27,2168,-1,2071,8,0,1087152.0,955311.1608779624,1762659.0,411645.0,5.70296225E7,1652886.8497608963,5.819839E7,5.5860855E7,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/08/2025 11:13:19 下午,103419256,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02900813751744646,5.1709628E7,1448086.8056190554,5.273358E7,5.0685676E7,5.273358E7,5.273358E7,0.0,5.273358E7,5.273358E7,0,0,0,0,0,0,0,0,0,0,0,0.019338758344964308,0.009669379172482154,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.1709628E7,1448086.8056190554,5.273358E7,5.0685676E7,No Label
162.159.135.234-192.168.22.11-443-29901-6,192.168.22.11,29901,162.159.135.234,443,6,20/08/2025 11:13:57 下午,119713174,128,138,363.0,34912.0,121.0,0.0,2.8359375000000004,18.377826996095738,1238.0,0.0,252.98550724637664,229.43694919746483,294.66264088862937,2.2219776747377864,451747.8264150943,715791.4646034286,4542359.0,0.0,1.19673305E8,942309.4881889762,823105.3908208421,4559542.0,3188.0,1.19673123E8,873526.4452554749,830092.8549771063,4584914.0,0.0,0,1,0,0,2560,2760,1.069222339723446,1.1527553350143402,0.0,1238.0,133.35955056179785,207.47047514511578,43043.9980569401,0,0,0,1,1,0,0,0,1.0,133.8609022556391,2.8359375,252.9855072463768,0,0,0,0,0,0,128,363,138,34912,-1,16,3,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-35.223.238.178-35820-443-6,192.168.22.11,35820,35.223.238.178,443,6,20/08/2025 11:15:59 下午,544108,8,10,1420.0,3588.0,879.0,0.0,177.5,335.6137235402799,1420.0,0.0,358.80000000000007,569.5477348056282,9204.055077300829,33.08166761010681,32006.352941176465,70025.70807741002,179880.0,0.0,364151.0,52021.571428571435,87205.27761333626,179886.0,171.0,543514.0,60390.444444444445,89216.51135175471,180739.0,0.0,0,0,0,0,160,224,14.702963382269695,18.37870422783712,0.0,1420.0,263.578947368421,467.10328572186654,218185.4795321637,0,1,0,0,0,0,0,0,1.0,278.22222222222223,177.5,358.8,0,0,0,0,0,0,8,1420,10,3588,-1,325,3,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-45.121.184.100-17064-443-6,192.168.22.11,17064,45.121.184.100,443,6,20/08/2025 11:13:45 下午,108403250,5,7,216.0,148.0,54.0,0.0,43.2,24.14953415699773,94.0,0.0,21.142857142857142,37.90966706715923,3.357832906301241,0.11069778811982113,9854840.90909091,1.220950306025294E7,2.709038E7,39810.0,8.1209885E7,2.030247125E7,7842878.261343149,2.7063435E7,1.2599132E7,1.0840325E8,1.8067208333333332E7,1.1060915486830782E7,2.7146218E7,53594.0,0,1,0,0,100,140,0.046124078383258806,0.06457370973656233,0.0,94.0,32.153846153846146,32.77663332784031,1074.3076923076922,0,0,0,1,1,0,0,0,1.0,34.833333333333336,43.2,21.142857142857142,0,0,0,0,0,0,5,216,7,148,-1,15739,4,0,50965.8,6373.211137252555,55838.0,39810.0,2.1619806E7,7448502.964815782,2.709038E7,1.250594E7,No Label
192.168.22.11-40.104.20.18-35915-443-6,192.168.22.11,35915,40.104.20.18,443,6,20/08/2025 11:16:06 下午,373011,8,12,1803.0,6272.0,1460.0,0.0,225.375,504.89572827324594,1460.0,0.0,522.6666666666667,666.236831128027,21648.1551482396,53.617721729386,19632.157894736843,43826.33610216979,187371.0,0.0,344864.0,49266.28571428572,86819.27497338803,236776.0,52.0,372454.0,33859.454545454544,55778.204851650866,187371.0,0.0,0,0,0,0,160,276,21.4470886917544,32.170633037631596,0.0,1460.0,384.5238095238095,601.9348485548597,362325.5619047619,0,1,0,0,0,0,0,0,1.0,403.75,225.375,522.6666666666666,0,0,0,0,0,0,8,1803,12,6272,-1,16385,3,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-40.104.20.18-35914-443-6,192.168.22.11,35914,40.104.20.18,443,6,20/08/2025 11:16:06 下午,605978,11,21,343.0,15587.0,185.0,0.0,31.181818181818187,69.63737241139728,1460.0,0.0,742.2380952380953,670.6379727365506,26288.083065721858,52.80719762103575,19547.677419354837,57829.27781460822,260104.0,0.0,577702.0,57770.2,115606.00152510346,301540.0,33.0,605664.0,30283.2,70321.8983169913,260104.0,0.0,0,0,0,0,220,444,18.15247418223104,34.65472343880471,0.0,1460.0,482.72727272727263,635.7504066419891,404178.57954545453,0,1,0,0,0,0,0,0,1.0,497.8125,31.181818181818183,742.2380952380952,0,0,0,0,0,0,11,343,21,15587,-1,16385,2,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-35.223.238.178-35952-443-6,192.168.22.11,35952,35.223.238.178,443,6,20/08/2025 11:16:09 下午,526067,8,10,1040.0,3573.0,517.0,0.0,130.0,233.50313549439608,1420.0,0.0,357.3,569.8477476971858,8768.845033047122,34.21617398544292,30945.117647058818,67730.42097340968,175687.0,0.0,350299.0,50042.71428571428,83760.53594964294,175950.0,182.0,525427.0,58380.77777777778,86360.03291421584,175687.0,0.0,0,0,0,0,160,224,15.207188437974631,19.00898554746829,0.0,1420.0,242.78947368421052,446.9681294812078,199780.50877192977,0,1,0,0,0,0,0,0,1.0,256.27777777777777,130.0,357.3,0,0,0,0,0,0,8,1040,10,3573,-1,331,3,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-20.205.69.80-30646-443-6,192.168.22.11,30646,20.205.69.80,443,6,20/08/2025 11:14:13 下午,90168768,2,3,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022180629106521674,0.055451572766304184,2.2542192E7,2.593192117076346E7,4.500022E7,84106.0,4.5084326E7,4.5084326E7,0.0,4.5084326E7,4.5084326E7,9.0168768E7,4.5084384E7,1002.6774157225244,4.5085093E7,4.5083675E7,0,0,0,0,40,84,0.022180629106521674,0.03327094365978251,0.0,1.0,0.33333333333333337,0.5163977794943222,0.26666666666666666,0,0,0,0,1,0,0,0,1.0,0.4,1.0,0.0,0,0,0,0,0,0,2,2,3,0,-1,16381,2,0,84106.0,0.0,84106.0,84106.0,4.49998945E7,460.32651455244246,4.500022E7,4.4999569E7,No Label
192.168.22.11-23.21.10.70-30443-443-6,192.168.22.11,30443,23.21.10.70,443,6,20/08/2025 11:13:54 下午,109993524,3,5,108.0,36.0,36.0,36.0,36.0,0.0,36.0,0.0,7.2,16.099689437998485,1.309167983380549,0.07273155463225271,1.571336057142857E7,1.9360048857108228E7,3.8069288E7,242420.0,7.6375422E7,3.8187711E7,175358.23909357667,3.8311708E7,3.8063714E7,1.09993524E8,2.7498381E7,1.831082022095313E7,3.8316899E7,244388.0,0,1,0,0,60,100,0.02727433298709477,0.04545722164515795,0.0,36.0,20.0,18.973665961010276,360.0,0,0,0,1,1,0,0,0,1.0,22.5,36.0,7.2,0,0,0,0,0,0,3,108,5,36,-1,320,3,0,244806.33333333334,2620.662575253314,247611.0,242420.0,3.6338830666666664E7,2780858.2976962947,3.8069288E7,3.3131101E7,No Label
192.168.22.11-34.107.243.93-22444-443-6,34.107.243.93,443,192.168.22.11,22444,6,20/08/2025 11:11:28 下午,39632,0,2,0.0,120.0,0,0,0,0,120.0,0.0,60.0,84.8528137423857,3027.8562777553493,50.46427129592249,39632.0,0.0,39632.0,39632.0,0,0,0,0,0,39632.0,39632.0,0.0,39632.0,39632.0,0,1,0,0,0,40,0.0,50.46427129592249,0.0,120.0,80.0,69.2820323027551,4800.0,0,0,0,1,1,0,0,0,0.0,120.0,0.0,60.0,0,0,0,0,0,0,0,0,2,120,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-35.223.238.178-34717-443-6,192.168.22.11,34717,35.223.238.178,443,6,20/08/2025 11:14:29 下午,119980209,13,17,890.0,3554.0,402.0,0.0,68.46153846153845,149.63378372135497,1420.0,0.0,209.0588235294118,464.89951475940416,37.039442063315626,0.2500412380511856,4137248.586206896,6679618.682257659,1.5008615E7,0.0,1.19792934E8,9982744.5,7274228.599695671,1.5196351E7,2384.0,1.05711577E8,6606973.5625,7671012.004739644,1.5194475E7,0.0,0,0,0,0,260,436,0.10835120315551375,0.14169003489567183,0.0,1420.0,143.3548387096774,360.2612522773898,129788.1698924731,0,1,0,0,0,0,0,0,1.0,148.13333333333333,68.46153846153847,209.05882352941177,0,0,0,0,0,0,13,890,17,3554,-1,319,9,0,232739.75,127295.97282458366,545922.0,174879.0,1.4764786375E7,439228.090049525,1.5008615E7,1.3879078E7,No Label
192.168.22.11-35.190.25.25-28185-443-6,192.168.22.11,28185,35.190.25.25,443,6,20/08/2025 11:14:09 下午,111359859,23,39,8778.0,1095.0,1371.0,0.0,381.65217391304344,587.1726251279131,99.0,0.0,28.07692307692307,31.306956193039184,88.65851742861851,0.5567535785044412,1825571.4590163936,7590623.558057587,5.0016646E7,0.0,1.11344226E8,5061101.181818183,1.215127043610411E7,5.0036498E7,51.0,1.11359859E8,2930522.6052631577,9497986.637610361,5.0033333E7,0.0,0,1,0,0,460,780,0.20653761783229269,0.3502159606721485,0.0,1371.0,158.2857142857143,390.0885932696293,152169.1105990783,0,0,0,1,1,0,0,0,1.0,160.83870967741936,381.6521739130435,28.076923076923077,0,0,0,0,0,0,23,8778,39,1095,-1,784,17,0,128365.6,9063.74639980621,137937.0,117866.0,2.21217968E7,1.741716366912224E7,5.0016646E7,5448509.0,No Label
