Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.67.70.71-192.168.22.11-443-15325-6,192.168.22.11,15325,172.67.70.71,443,6,19/08/2025 11:19:38 下午,303,2,1,24.0,39.0,24.0,0.0,12.0,16.97056274847714,39.0,39.0,39.0,0.0,207920.79207920792,9900.990099009901,151.5,184.55486988968892,282.0,21.0,21.0,21.0,0.0,21.0,21.0,0,0,0,0,0,0,1,0,0,40,20,6600.660066006601,3300.3300330033003,0.0,39.0,25.5,18.411952639521967,339.0,0,0,0,1,1,0,0,0,0.0,34.0,12.0,39.0,0,0,0,0,0,0,2,24,1,39,-1,255,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-13.251.229.100-15321-443-6,192.168.22.11,15321,13.251.229.100,443,6,19/08/2025 11:19:38 下午,591,2,1,24.0,39.0,24.0,0.0,12.0,16.97056274847714,39.0,39.0,39.0,0.0,106598.9847715736,5076.142131979695,295.5,393.85847712090697,574.0,17.0,17.0,17.0,0.0,17.0,17.0,0,0,0,0,0,0,1,0,0,40,20,3384.09475465313,1692.047377326565,0.0,39.0,25.5,18.411952639521967,339.0,0,0,0,1,1,0,0,0,0.0,34.0,12.0,39.0,0,0,0,0,0,0,2,24,1,39,-1,255,1,0,0,0,0,0,0,0,0,0,No Label
172.67.70.71-192.168.22.11-443-15325-6,172.67.70.71,443,192.168.22.11,15325,6,19/08/2025 11:19:38 下午,1591,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.071024512885,1591.0,0.0,1591.0,1591.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,628.5355122564425,628.5355122564425,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-13.251.229.100-15321-443-6,13.251.229.100,443,192.168.22.11,15321,6,19/08/2025 11:19:38 下午,1539,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.545159194282,1539.0,0.0,1539.0,1539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,649.772579597141,649.772579597141,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,210,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.36.25-15328-443-6,192.168.22.11,15328,3.169.36.25,443,6,19/08/2025 11:19:39 下午,591,2,1,24.0,39.0,24.0,0.0,12.0,16.97056274847714,39.0,39.0,39.0,0.0,106598.9847715736,5076.142131979695,295.5,388.2016228714146,570.0,21.0,21.0,21.0,0.0,21.0,21.0,0,0,0,0,0,0,1,0,0,40,20,3384.09475465313,1692.047377326565,0.0,39.0,25.5,18.411952639521967,339.0,0,0,0,1,1,0,0,0,0.0,34.0,12.0,39.0,0,0,0,0,0,0,2,24,1,39,-1,255,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.137.3-15332-443-6,192.168.22.11,15332,3.169.137.3,443,6,19/08/2025 11:19:39 下午,623,2,1,24.0,39.0,24.0,0.0,12.0,16.97056274847714,39.0,39.0,39.0,0.0,101123.59550561798,4815.409309791333,311.5,430.62802974260745,616.0,7.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,0,0,1,0,0,40,20,3210.2728731942216,1605.1364365971108,0.0,39.0,25.5,18.411952639521967,339.0,0,0,0,1,1,0,0,0,0.0,34.0,12.0,39.0,0,0,0,0,0,0,2,24,1,39,-1,511,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.36.25-15328-443-6,3.169.36.25,443,192.168.22.11,15328,6,19/08/2025 11:19:39 下午,1552,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288.659793814433,1552.0,0.0,1552.0,1552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,644.3298969072165,644.3298969072165,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,147,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.137.3-15332-443-6,3.169.137.3,443,192.168.22.11,15332,6,19/08/2025 11:19:39 下午,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,151,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.38.14-15312-443-6,192.168.22.11,15312,3.169.38.14,443,6,19/08/2025 11:19:40 下午,415,2,1,24.0,39.0,24.0,0.0,12.0,16.97056274847714,39.0,39.0,39.0,0.0,151807.22891566265,7228.915662650602,207.5,263.75082938258225,394.0,21.0,21.0,21.0,0.0,21.0,21.0,0,0,0,0,0,0,1,0,0,40,20,4819.277108433735,2409.6385542168673,0.0,39.0,25.5,18.411952639521967,339.0,0,0,0,1,1,0,0,0,0.0,34.0,12.0,39.0,0,0,0,0,0,0,2,24,1,39,-1,1023,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.38.14-15312-443-6,3.169.38.14,443,192.168.22.11,15312,6,19/08/2025 11:19:40 下午,1580,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.8227848101264,1580.0,0.0,1580.0,1580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,632.9113924050632,632.9113924050632,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,145,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-216.239.38.178-15318-80-6,192.168.22.11,15318,216.239.38.178,80,6,19/08/2025 11:19:42 下午,15959,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,125.3211354094868,15959.0,0.0,15959.0,15959.0,0,0,0,0,0,15959.0,15959.0,0.0,15959.0,15959.0,0,0,0,0,0,40,0.0,125.3211354094868,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,1047,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.121.54-15343-443-6,192.168.22.11,15343,3.169.121.54,443,6,19/08/2025 11:19:49 下午,18884,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,105.90976488032196,18884.0,0.0,18884.0,18884.0,0,0,0,0,0,18884.0,18884.0,0.0,18884.0,18884.0,0,0,0,0,0,40,0.0,105.90976488032196,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,136,0,0,0,0,0,0,0,0,0,0,No Label
150.171.22.17-192.168.22.11-443-15352-6,192.168.22.11,15352,150.171.22.17,443,6,19/08/2025 11:19:54 下午,225096,9,15,775.0,7056.0,480.0,0.0,86.11111111111111,158.0636299441181,1460.0,0.0,470.40000000000003,639.6983440877204,34789.60088140171,106.62117496534812,9786.782608695652,22031.624095122326,100765.0,0.0,200869.0,25108.625,37738.10940808281,103362.0,386.0,222499.0,15892.785714285716,35591.55940815737,135645.0,0.0,0,0,0,0,180,324,39.98294061200555,66.63823435334258,0.0,1460.0,313.23999999999995,534.7025871142449,285906.85666666663,0,1,0,0,0,0,0,0,1.0,326.2916666666667,86.11111111111111,470.4,0,0,0,0,0,0,9,775,15,7056,-1,16382,4,0,0,0,0,0,0,0,0,0,No Label
150.171.22.17-192.168.22.11-443-15352-6,150.171.22.17,443,192.168.22.11,15352,6,19/08/2025 11:19:54 下午,894,2,2,42.0,0.0,42.0,0.0,21.0,29.698484809834994,0.0,0.0,0.0,0.0,46979.86577181208,4474.272930648769,298.0,471.83471682359277,842.0,0.0,894.0,894.0,0.0,894.0,894.0,52.0,52.0,0.0,52.0,52.0,0,0,0,0,40,40,2237.1364653243845,2237.1364653243845,0.0,42.0,8.4,18.782971010998235,352.8,0,0,0,0,1,0,0,0,1.0,10.5,21.0,0.0,0,0,0,0,0,0,2,42,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-204.79.197.203-15353-443-6,192.168.22.11,15353,204.79.197.203,443,6,19/08/2025 11:19:54 下午,125227,12,27,1832.0,15623.0,1036.0,0.0,152.66666666666666,325.75962508164406,1460.0,0.0,578.6296296296296,637.5790839724028,139386.87343783688,311.4344350659203,3295.4473684210534,7105.057162397698,23254.0,0.0,103692.0,9426.545454545456,12943.791920172669,33911.0,72.0,122179.0,4699.192307692307,8384.499756189301,23342.0,0.0,0,0,0,0,240,564,95.82598002028317,215.6084550456371,0.0,1460.0,436.375,587.0217611613074,344594.54807692306,0,1,0,0,0,0,0,0,2.0,447.56410256410254,152.66666666666666,578.6296296296297,0,0,0,0,0,0,12,1832,27,15623,-1,16384,5,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-204.79.197.203-15353-443-6,204.79.197.203,443,192.168.22.11,15353,6,19/08/2025 11:19:54 下午,1856,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.5862068965516,1856.0,0.0,1856.0,1856.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,538.7931034482758,538.7931034482758,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16384,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-203.133.9.74-15354-443-6,192.168.22.11,15354,203.133.9.74,443,6,19/08/2025 11:19:55 下午,10078683,5,13,80.0,4700.0,80.0,0.0,16.0,35.77708763999664,1460.0,0.0,361.5384615384615,578.0984079123288,474.2683146200749,1.7859476282764326,592863.7058823529,2424551.580038017,1.0001422E7,0.0,1.0037797E7,2509449.25,4994704.418860331,1.0001501E7,4447.0,1.0078683E7,839890.2500000001,2885174.7599111856,1.0001469E7,0.0,0,0,0,0,100,284,0.49609656341012015,1.2898510648663124,0.0,1460.0,251.5789473684211,500.74703258559094,250747.59064327486,0,1,0,0,0,0,0,0,2.0,265.55555555555554,16.0,361.53846153846155,0,0,0,0,0,0,5,80,13,4700,-1,546,1,0,75835.0,0.0,75835.0,75835.0,1.0001422E7,0.0,1.0001422E7,1.0001422E7,No Label
192.168.22.11-203.133.9.49-15355-443-6,192.168.22.11,15355,203.133.9.49,443,6,19/08/2025 11:19:57 下午,9168000,5,10,80.0,4667.0,80.0,0.0,16.0,35.77708763999664,1460.0,0.0,466.70000000000005,629.8686018175184,517.7792321116929,1.6361256544502618,654857.142857143,2434569.7817097553,9113486.0,0.0,9150262.0,2287565.5,4550618.593012713,9113486.0,3662.0,54491.0,6054.555555555556,8373.102622551438,17670.0,0.0,0,0,0,0,100,224,0.5453752181500873,1.0907504363001745,0.0,1460.0,296.6875,538.3136283803337,289781.5625,0,1,0,0,0,0,0,0,2.0,316.46666666666664,16.0,466.7,0,0,0,0,0,0,5,80,10,4667,-1,546,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-203.133.9.74-15354-443-6,192.168.22.11,15354,203.133.9.74,443,6,19/08/2025 11:20:05 下午,1020309,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.960190491311946,1020309.0,0.0,1020309.0,1020309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.980095245655973,0.980095245655973,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-203.133.9.49-15355-443-6,203.133.9.49,443,192.168.22.11,15355,6,19/08/2025 11:20:06 下午,1584,1,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,15151.515151515152,1893.939393939394,792.0,1059.245958217448,1541.0,43.0,0,0,0,0,0,43.0,43.0,0.0,43.0,43.0,0,1,0,0,20,40,631.3131313131314,1262.6262626262628,0.0,24.0,12.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,2.0,16.0,0.0,12.0,0,0,0,0,0,0,1,0,2,24,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.137.66-15356-443-6,192.168.22.11,15356,3.169.137.66,443,6,19/08/2025 11:20:05 下午,5155770,5,7,88.0,1492.0,64.0,0.0,17.6,27.94279871451677,1313.0,0.0,213.14285714285714,489.5577693427095,306.4527703912315,2.327489395376442,468706.3636363636,1513082.196331136,5030522.0,0.0,5107937.0,1276984.25,2502453.579992028,5030522.0,42.0,85202.0,14200.333333333334,18879.15304950587,47752.0,0.0,0,0,0,0,100,164,0.9697872480735176,1.3577021473029245,0.0,1313.0,121.53846153846153,361.5535035059623,130720.93589743588,0,1,0,0,0,0,0,0,1.0,131.66666666666666,17.6,213.14285714285714,0,0,0,0,0,0,5,88,7,1492,-1,140,2,0,125206.0,0.0,125206.0,125206.0,5030522.0,0.0,5030522.0,5030522.0,No Label
192.168.22.11-205.174.165.80-15360-443-6,192.168.22.11,15360,205.174.165.80,443,6,19/08/2025 11:20:10 下午,617828,4,6,24.0,2372.0,24.0,0.0,6.0,12.0,1460.0,0.0,395.3333333333333,636.4924718067501,3878.101996024783,16.18573454100494,68647.55555555556,120748.01056343653,279141.0,17.0,338631.0,112877.0,194315.26413280042,337252.0,127.0,616432.0,123286.4,144132.05904586252,279217.0,58.0,0,0,0,0,80,144,6.474293816401976,9.711440724602964,0.0,1460.0,217.8181818181818,494.1687602796879,244202.7636363636,0,1,0,0,0,0,0,0,1.0,239.6,6.0,395.3333333333333,0,0,0,0,0,0,4,24,6,2372,-1,40,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-205.174.165.80-15360-443-6,205.174.165.80,443,192.168.22.11,15360,6,19/08/2025 11:20:11 下午,1895,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.4089709762534,1895.0,0.0,1895.0,1895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,527.7044854881267,527.7044854881267,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,40,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-205.174.165.80-15359-443-6,192.168.22.11,15359,205.174.165.80,443,6,19/08/2025 11:20:10 下午,1618262,6,7,24.0,2372.0,24.0,0.0,4.0,9.797958971132712,1460.0,0.0,338.8571428571429,599.9409494751487,1480.600792702294,8.03330981015435,134855.16666666666,290249.12708030455,999861.0,0.0,618401.0,123680.2,168319.63944442134,344297.0,223.0,1615618.0,269269.6666666666,498690.19624278427,1266682.0,0.0,0,0,0,0,144,176,3.7076814508404694,4.325628359313881,0.0,1460.0,171.14285714285714,443.2278207636577,196450.9010989011,0,1,0,0,0,0,0,0,1.0,184.30769230769232,4.0,338.85714285714283,0,0,0,0,0,0,6,24,7,2372,-1,40,1,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-205.174.165.80-15359-443-6,205.174.165.80,443,192.168.22.11,15359,6,19/08/2025 11:20:12 下午,2296,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0801393728224,2296.0,0.0,2296.0,2296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,435.5400696864112,435.5400696864112,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,40,0,0,0,0,0,0,0,0,0,0,No Label
192.168.22.11-3.169.121.5-15285-443-6,192.168.22.11,15285,3.169.121.5,443,6,19/08/2025 11:19:48 下午,52216923,4,2,63.0,78.0,39.0,0.0,15.75,19.189841062395487,39.0,39.0,39.0,0.0,2.700274008868734,0.11490527697313761,1.04433846E7,2.330903227263516E7,5.2139835E7,20.0,5.2140086E7,1.7380028666666664E7,3.0102875315478757E7,5.2139835E7,20.0,36742.0,36742.0,0.0,36742.0,36742.0,0,1,0,0,80,40,0.07660351798209174,0.03830175899104587,0.0,39.0,25.714285714285715,18.400310556385417,338.5714285714286,0,0,0,1,1,0,0,0,0.0,30.0,15.75,39.0,0,0,0,0,0,0,4,63,2,78,-1,185,2,0,76837.0,0.0,76837.0,76837.0,5.2139835E7,0.0,5.2139835E7,5.2139835E7,No Label
192.168.22.11-3.169.121.5-15285-443-6,3.169.121.5,443,192.168.22.11,15285,6,19/08/2025 11:20:41 下午,1549,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.1555842479017,1549.0,0.0,1549.0,1549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,645.5777921239509,645.5777921239509,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,185,0,0,0,0,0,0,0,0,0,0,No Label
